id,region_key,organization_key,municipality_key,year,allocation_type,recipient_type,recipient_raw,nomos,amount_eur,source_file,source_ada,created_at,updated_at
748,ΗΠΕΙΡΟΥ,,9087,2018,τακτική,δήμος,ΠΩΓΩΝΙΟΥ,ΙΩΑΝΝΙΝΩΝ,60000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
749,ΗΠΕΙΡΟΥ,,9088,2018,τακτική,δήμος,ΖΗΡΟΥ,ΠΡΕΒΕΖΗΣ,33400.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
750,ΗΠΕΙΡΟΥ,,9089,2018,τακτική,δήμος,ΠΑΡΓΑΣ,ΠΡΕΒΕΖΗΣ,23400.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
751,ΗΠΕΙΡΟΥ,,9090,2018,τακτική,δήμος,ΠΡΕΒΕΖΑΣ,ΠΡΕΒΕΖΗΣ,38000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
752,ΘΕΣΣΑΛΙΑΣ,,9091,2018,τακτική,δήμος,ΑΡΓΙΘΕΑΣ,ΚΑΡΔΙΤΣΗΣ,25600.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
753,ΘΕΣΣΑΛΙΑΣ,,9092,2018,τακτική,δήμος,ΚΑΡΔΙΤΣΑΣ,ΚΑΡΔΙΤΣΗΣ,46000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
754,ΘΕΣΣΑΛΙΑΣ,,9093,2018,τακτική,δήμος,ΛΙΜΝΗΣ ΠΛΑΣΤΗΡΑ,ΚΑΡΔΙΤΣΗΣ,17000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
755,ΘΕΣΣΑΛΙΑΣ,,9094,2018,τακτική,δήμος,ΜΟΥΖΑΚΙΟΥ,ΚΑΡΔΙΤΣΗΣ,24000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
756,ΘΕΣΣΑΛΙΑΣ,,9095,2018,τακτική,δήμος,ΠΑΛΑΜΑ,ΚΑΡΔΙΤΣΗΣ,18000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
757,ΘΕΣΣΑΛΙΑΣ,,9096,2018,τακτική,δήμος,ΣΟΦΑΔΩΝ,ΚΑΡΔΙΤΣΗΣ,36000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
758,ΘΕΣΣΑΛΙΑΣ,,9097,2018,τακτική,δήμος,ΑΓΙΑΣ,ΛΑΡΙΣΗΣ,53800.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
759,ΘΕΣΣΑΛΙΑΣ,,9098,2018,τακτική,δήμος,ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΗΣ,91000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
760,ΘΕΣΣΑΛΙΑΣ,,9099,2018,τακτική,δήμος,ΚΙΛΕΛΕΡ,ΛΑΡΙΣΗΣ,55000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
761,ΘΕΣΣΑΛΙΑΣ,,9100,2018,τακτική,δήμος,ΛΑΡΙΣΑΙΩΝ,ΛΑΡΙΣΗΣ,40000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
762,ΘΕΣΣΑΛΙΑΣ,,9101,2018,τακτική,δήμος,ΤΕΜΠΩΝ,ΛΑΡΙΣΗΣ,47600.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
763,ΘΕΣΣΑΛΙΑΣ,,9102,2018,τακτική,δήμος,ΤΥΡΝΑΒΟΥ,ΛΑΡΙΣΗΣ,31000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
764,ΘΕΣΣΑΛΙΑΣ,,9103,2018,τακτική,δήμος,ΦΑΡΣΑΛΩΝ,ΛΑΡΙΣΗΣ,39000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
765,ΘΕΣΣΑΛΙΑΣ,,9104,2018,τακτική,δήμος,ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,63000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
766,ΘΕΣΣΑΛΙΑΣ,,9105,2018,τακτική,δήμος,ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,139000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
767,ΘΕΣΣΑΛΙΑΣ,,9106,2018,τακτική,δήμος,ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,ΜΑΓΝΗΣΙΑΣ,36400.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
768,ΘΕΣΣΑΛΙΑΣ,,9107,2018,τακτική,δήμος,ΝΟΤΙΟΥ ΠΗΛΙΟΥ,ΜΑΓΝΗΣΙΑΣ,104000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
769,ΘΕΣΣΑΛΙΑΣ,,9108,2018,τακτική,δήμος,ΡΗΓΑ ΦΕΡΑΙΟΥ,ΜΑΓΝΗΣΙΑΣ,57000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
770,ΘΕΣΣΑΛΙΑΣ,,9109,2018,τακτική,δήμος,ΑΛΟΝΝΗΣΟΥ,ΜΑΓΝΗΣΙΑΣ,27500.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
771,ΘΕΣΣΑΛΙΑΣ,,9110,2018,τακτική,δήμος,ΣΚΙΑΘΟΥ,ΜΑΓΝΗΣΙΑΣ,31000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
772,ΘΕΣΣΑΛΙΑΣ,,9111,2018,τακτική,δήμος,ΣΚΟΠΕΛΟΥ,ΜΑΓΝΗΣΙΑΣ,43300.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
773,ΘΕΣΣΑΛΙΑΣ,,9112,2018,τακτική,δήμος,ΚΑΛΑΜΠΑΚΑΣ,ΤΡΙΚΑΛΩΝ,85000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
774,ΘΕΣΣΑΛΙΑΣ,,9113,2018,τακτική,δήμος,ΠΥΛΗΣ,ΤΡΙΚΑΛΩΝ,53000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
775,ΘΕΣΣΑΛΙΑΣ,,9114,2018,τακτική,δήμος,ΤΡΙΚΚΑΙΩΝ,ΤΡΙΚΑΛΩΝ,57000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
776,ΘΕΣΣΑΛΙΑΣ,,9115,2018,τακτική,δήμος,ΦΑΡΚΑΔΟΝΑΣ,ΤΡΙΚΑΛΩΝ,21000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
777,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9116,2018,τακτική,δήμος,ΖΑΚΥΝΘΟΥ,ΖΑΚΥΝΘΟΥ,125500.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
778,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9117,2018,τακτική,δήμος,ΙΘΑΚΗΣ,ΚΕΦΑΛΛΗΝΙΑΣ,24600.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
779,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9118,2018,τακτική,δήμος,ΚΕΡΚΥΡΑΣ,ΚΕΡΚΥΡΑΣ,291000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
780,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9119,2018,τακτική,δήμος,ΠΑΞΩΝ,ΚΕΡΚΥΡΑΣ,19000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
781,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9120,2018,τακτική,δήμος,ΚΕΦΑΛΛΟΝΙΑΣ,ΚΕΦΑΛΛΗΝΙΑΣ,173000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
782,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9121,2018,τακτική,δήμος,ΛΕΥΚΑΔΑΣ,ΛΕΥΚΑΔΟΣ,112000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
783,ΙΟΝΙΩΝ ΝΗΣΩΝ,,9122,2018,τακτική,δήμος,ΜΕΓΑΝΗΣΙΟΥ,ΛΕΥΚΑΔΟΣ,11000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
784,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9123,2018,τακτική,δήμος,ΑΓΡΙΝΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,144000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
785,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9124,2018,τακτική,δήμος,ΑΚΤΙΟΥ ΒΟΝΙΤΣΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,44000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
786,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9125,2018,τακτική,δήμος,ΑΜΦΙΛΟΧΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,61000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
787,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9126,2018,τακτική,δήμος,ΘΕΡΜΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,20000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
788,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9127,2018,τακτική,δήμος,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,48900.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
789,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9128,2018,τακτική,δήμος,ΝΑΥΠΑΚΤΙΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,78000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
790,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9129,2018,τακτική,δήμος,ΞΗΡΟΜΕΡΟΥ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,43000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
791,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9130,2018,τακτική,δήμος,ΑΙΓΙΑΛΕΙΑΣ,ΑΧΑΪΑΣ,119000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
792,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9131,2018,τακτική,δήμος,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,ΑΧΑΪΑΣ,78000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
793,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9132,2018,τακτική,δήμος,ΕΡΥΜΑΝΘΟΥ,ΑΧΑΪΑΣ,72000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
794,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9133,2018,τακτική,δήμος,ΚΑΛΑΒΡΥΤΩΝ,ΑΧΑΪΑΣ,88000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
795,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9134,2018,τακτική,δήμος,ΠΑΤΡΕΩΝ,ΑΧΑΪΑΣ,130000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
796,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9135,2018,τακτική,δήμος,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,ΗΛΕΙΑΣ,90600.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
797,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9136,2018,τακτική,δήμος,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,ΗΛΕΙΑΣ,77900.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
798,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9137,2018,τακτική,δήμος,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,ΗΛΕΙΑΣ,85800.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
799,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9138,2018,τακτική,δήμος,ΖΑΧΑΡΩΣ,ΗΛΕΙΑΣ,41800.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
800,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9139,2018,τακτική,δήμος,ΗΛΙΔΑΣ,ΗΛΕΙΑΣ,51600.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
801,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9140,2018,τακτική,δήμος,ΠΗΝΕΙΟΥ,ΗΛΕΙΑΣ,51500.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
802,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,,9141,2018,τακτική,δήμος,ΠΥΡΓΟΥ,ΗΛΕΙΑΣ,75900.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
803,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9142,2018,τακτική,δήμος,ΑΛΙΑΡΤΟΥ,ΒΟΙΩΤΙΑΣ,35000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
804,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9143,2018,τακτική,δήμος,ΔΙΣΤΟΜΟΥ-ΑΡΑΧΟΒΑΣ-ΑΝΤΙΚΥΡΑΣ,ΒΟΙΩΤΙΑΣ,37000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
805,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9144,2018,τακτική,δήμος,ΘΗΒΑΙΩΝ,ΒΟΙΩΤΙΑΣ,97000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
806,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9145,2018,τακτική,δήμος,ΛΕΒΑΔΕΩΝ,ΒΟΙΩΤΙΑΣ,83000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
807,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9146,2018,τακτική,δήμος,ΟΡΧΟΜΕΝΟΥ,ΒΟΙΩΤΙΑΣ,39000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
808,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9147,2018,τακτική,δήμος,ΤΑΝΑΓΡΑΣ,ΒΟΙΩΤΙΑΣ,79000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
809,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9148,2018,τακτική,δήμος,ΔΙΡΦΥΩΝ-ΜΕΣΣΑΠΙΩΝ,ΕΥΒΟΙΑΣ,69000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
810,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9149,2018,τακτική,δήμος,ΕΡΕΤΡΙΑΣ,ΕΥΒΟΙΑΣ,39000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
811,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9150,2018,τακτική,δήμος,ΙΣΤΙΑΙΑΣ-ΑΙΔΗΨΟΥ,ΕΥΒΟΙΑΣ,93000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
812,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9151,2018,τακτική,δήμος,ΚΑΡΥΣΤΟΥ,ΕΥΒΟΙΑΣ,90000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
813,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9152,2018,τακτική,δήμος,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,ΕΥΒΟΙΑΣ,113000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
814,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9153,2018,τακτική,δήμος,ΜΑΝΤΟΥ ΑΝΝΑΣ,ΕΥΒΟΙΑΣ,73000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
815,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9154,2018,τακτική,δήμος,ΣΚΥΡΟΥ,ΕΥΒΟΙΑΣ,30900.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
816,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,,9155,2018,τακτική,δήμος,ΧΑΛΚΙΔΕΩΝ,ΕΥΒΟΙΑΣ,98000.00,6ΖΜ9465ΧΘ7-8ΡΖ_τακτική_δήμοι_2018.pdf,6ΖΜ9465ΧΘ7-8ΡΖ,2026-04-03 09:42:45.816576+00:00,2026-04-03 09:42:45.816576+00:00
